0,-61.219000000000015,7.76,-34.8,15
1,-60.97900000000002,8.21,-33.85,14
2,-62.927,7.8,-35.85,14
3,-62.977999999999994,7.43,-32.3,16
4,-64.19850000000001,7.58,-29.1,18
5,-61.123999999999995,7.81,-32.35,17
6,-61.71949999999999,7.95,-28.25,17
7,-63.5075,7.77,-36.6,13
8,-64.8245,7.14,-27.85,17
9,-61.86599999999999,7.78,-35.75,15
10,-62.85549999999998,7.36,-33.85,19
11,-61.306500000000014,7.78,-34.7,17
12,-62.577000000000005,7.59,-34.05,14
13,-63.31599999999997,7.53,-35.85,12
14,-63.401500000000006,8.02,-33.6,18
15,-65.181,7.37,-29.55,19
16,-58.36900000000001,8.5,-27.0,20
17,-62.29600000000001,7.71,-36.4,16
18,-62.278,7.96,-30.3,18
19,-63.65299999999999,7.49,-35.4,15
20,-65.19100000000002,7.53,-27.55,18
21,-62.138500000000015,8.01,-36.7,16
22,-64.80700000000003,7.52,-30.35,21
23,-63.2975,7.44,-32.5,15
24,-61.860499999999995,8.1,-34.6,16
25,-62.315999999999995,7.72,-21.4,23
26,-59.20300000000001,8.54,-34.9,16
27,-62.8345,7.3,-33.0,18
28,-62.219000000000015,7.64,-35.15,15
29,-64.13,7.67,-32.25,16
30,-60.77499999999996,7.94,-29.15,19
31,-63.42800000000001,7.63,-32.95,14
32,-61.34900000000002,7.81,-36.85,17
33,-64.98700000000002,7.44,-38.25,17
34,-60.4775,8.01,-35.5,17
35,-61.696,7.76,-28.6,16
36,-61.103999999999985,8.19,-29.5,17
37,-61.3065,8.19,-28.9,17
38,-61.19649999999997,8.3,-28.7,17
39,-60.82500000000002,7.99,-30.5,16
40,-61.922,8.15,-34.55,19
41,-62.071000000000005,7.79,-32.8,13
42,-63.63849999999998,7.44,-32.05,15
43,-60.55150000000003,8.42,-31.55,18
44,-52.48599999999998,9.61,-32.65,17
45,-60.01049999999999,8.17,-29.65,18
46,-60.526,8.08,-33.7,17
47,-60.996500000000005,7.61,-31.15,16
48,-63.0655,7.5,-24.6,21
49,-61.230000000000025,8.1,-33.1,18
50,-63.8125,7.56,-36.7,18
51,-58.49599999999999,8.52,-30.2,17
52,-57.948,8.38,-37.55,15
53,-60.92499999999999,7.87,-33.95,16
54,-60.19349999999998,8.34,-32.1,16
55,-56.85699999999999,8.84,-26.95,21
56,-62.575,7.54,-29.8,18
57,-61.35649999999997,8.22,-34.35,15
58,-60.2375,8.24,-28.6,17
59,-56.32249999999999,8.57,-34.1,15
60,-55.25600000000002,8.78,-32.55,15
61,-52.0185,9.65,-32.25,17
62,-52.15600000000001,9.29,-32.7,15
63,-56.15999999999998,9.39,-33.95,18
64,-58.65999999999999,8.51,-17.6,23
65,-49.313500000000005,10.25,-27.7,19
66,-54.10449999999999,8.97,-31.9,18
67,-53.81900000000002,9.04,-31.4,16
68,-50.937,9.77,-28.6,19
69,-50.2135,9.79,-30.85,16
70,-49.41049999999998,9.68,-29.45,19
71,-51.645,9.39,-30.55,19
72,-49.38200000000002,10.18,-31.7,16
73,-51.95400000000002,9.58,-29.6,19
74,-57.10299999999998,8.72,-32.9,17
75,-51.176500000000004,9.72,-34.65,15
76,-51.91500000000002,9.4,-33.6,15
77,-52.318999999999996,9.08,-32.3,17
78,-49.41200000000001,9.64,-29.55,17
79,-50.59999999999998,9.77,-29.7,19
80,-50.26900000000003,9.94,-32.9,16
81,-50.591000000000015,9.64,-34.4,16
82,-51.5125,9.55,-32.45,17
83,-52.13150000000002,9.22,-34.8,12
84,-49.30700000000001,10.13,-27.45,17
85,-49.57000000000003,10.1,-31.2,16
86,-50.108499999999985,9.49,-30.05,14
87,-49.35149999999998,10.09,-33.7,20
88,-49.818999999999996,10.2,-30.35,18
89,-49.10099999999997,10.08,-30.8,17
90,-51.126000000000005,9.5,-32.6,18
91,-48.990500000000004,10.0,-26.45,20
92,-48.792500000000025,10.11,-27.3,19
93,-50.53650000000002,9.67,-25.65,22
94,-49.673,9.74,-32.2,15
95,-49.67799999999998,9.66,-34.75,11
96,-50.6955,9.51,-31.65,20
97,-50.77400000000001,9.29,-30.0,17
98,-48.841,10.18,-28.85,16
99,-48.805,10.14,-25.95,19
100,-50.80650000000001,9.34,-33.6,12
101,-49.979000000000006,10.02,-29.9,17
102,-48.50149999999997,10.43,-31.3,21
103,-50.765499999999996,9.62,-21.7,20
104,-49.21499999999998,9.96,-27.2,17
105,-48.83800000000001,10.15,-29.7,18
106,-49.98950000000001,9.64,-32.15,12
107,-48.8385,10.27,-23.9,21
108,-50.35449999999999,9.68,-29.8,19
109,-49.54850000000001,9.65,-34.5,14
110,-49.321500000000015,10.22,-29.4,19
111,-50.42949999999997,9.44,-34.6,12
112,-50.36050000000002,9.59,-31.45,18
113,-49.793499999999995,9.78,-32.25,15
114,-49.6145,9.87,-27.1,20
115,-49.20050000000001,9.81,-30.5,16
116,-49.41099999999999,9.95,-30.3,18
117,-48.927,10.18,-30.6,16
118,-50.287999999999975,9.28,-29.95,16
119,-48.260999999999996,10.25,-33.4,14
120,-50.364,9.79,-31.25,14
121,-48.991499999999995,10.3,-28.05,18
122,-49.37600000000001,10.04,-28.2,17
123,-49.72,9.9,-31.9,17
124,-48.39,10.33,-30.2,19
125,-50.06249999999999,9.5,-28.75,18
126,-48.953999999999986,9.85,-24.8,19
127,-49.092500000000015,10.29,-33.75,16
128,-49.37699999999998,9.85,-31.4,15
129,-50.24299999999998,9.63,-30.85,17
130,-49.754000000000005,9.89,-26.3,21
131,-48.8075,10.18,-29.0,17
132,-49.199,9.95,-31.4,17
133,-47.46300000000001,10.51,-24.95,21
134,-48.98449999999999,9.72,-33.75,16
135,-48.46200000000001,9.67,-22.65,21
136,-49.248999999999995,10.08,-32.85,16
137,-47.92149999999999,10.43,-31.0,16
138,-50.770999999999965,9.72,-25.0,19
139,-51.74099999999999,9.62,-28.9,16
140,-50.5365,9.75,-31.0,18
141,-48.06600000000001,10.04,-31.55,18
142,-49.581500000000005,9.9,-25.65,23
143,-49.084999999999994,9.86,-29.1,14
144,-48.16300000000001,10.49,-30.35,18
145,-48.31700000000001,10.51,-25.95,23
146,-47.860499999999995,10.45,-27.3,20
147,-48.24000000000001,10.12,-25.55,17
148,-48.324499999999986,10.17,-30.2,17
149,-48.22149999999998,10.34,-23.3,20
150,-48.94700000000001,10.11,-29.25,19
151,-49.77099999999999,9.76,-28.45,16
152,-49.028,9.64,-27.7,18
153,-48.862999999999985,9.9,-31.85,16
154,-48.762999999999984,10.23,-32.55,14
155,-48.552,10.16,-32.9,18
156,-47.1765,10.76,-27.65,17
157,-48.89000000000003,9.98,-25.0,20
158,-49.77750000000001,9.69,-32.25,14
159,-47.429000000000016,10.54,-17.3,25
160,-48.55999999999999,10.24,-27.7,19
161,-49.023500000000006,9.71,-31.7,19
162,-49.32949999999999,9.91,-31.4,17
163,-48.07150000000001,10.3,-32.0,17
164,-49.30700000000001,10.18,-28.05,20
165,-48.76550000000001,10.03,-32.25,15
166,-48.44449999999998,10.21,-31.35,16
167,-48.882,10.2,-31.3,19
168,-49.55750000000001,10.05,-27.45,21
169,-50.78750000000001,9.69,-24.55,18
170,-48.46900000000001,10.43,-28.7,17
171,-47.51699999999998,10.45,-22.95,22
172,-46.77199999999999,10.38,-26.9,19
173,-49.50000000000001,9.85,-34.9,17
174,-49.751500000000014,9.92,-27.55,19
175,-48.434499999999986,10.28,-27.5,18
